Entry	Entry name	Gene names	Organism	Length
Q4BUD5	Q4BUD5_CROWT	CwatDRAFT_0212	Crocosphaera watsonii WH 8501	164
Q4C5Y0	Q4C5Y0_CROWT	CwatDRAFT_4747	Crocosphaera watsonii WH 8501	360
Q4BYK9	Q4BYK9_CROWT	gcvT CwatDRAFT_1664	Crocosphaera watsonii WH 8501	364
Q4C994	Q4C994_CROWT	CwatDRAFT_6402	Crocosphaera watsonii WH 8501	715
Q4C6K4	Q4C6K4_CROWT	CwatDRAFT_5010	Crocosphaera watsonii WH 8501	297
Q4C933	Q4C933_CROWT	CwatDRAFT_5264	Crocosphaera watsonii WH 8501	587
Q4C6R7	Q4C6R7_CROWT	rnhA CwatDRAFT_4977	Crocosphaera watsonii WH 8501	156
Q4C663	Q4C663_CROWT	CwatDRAFT_4704	Crocosphaera watsonii WH 8501	74
Q4CB08	Q4CB08_CROWT	gyrB CwatDRAFT_6726	Crocosphaera watsonii WH 8501	642
Q4C8J3	Q4C8J3_CROWT	CwatDRAFT_5386	Crocosphaera watsonii WH 8501	280
Q4BYK2	Q4BYK2_CROWT	CwatDRAFT_1668	Crocosphaera watsonii WH 8501	210
Q4C214	Q4C214_CROWT	CwatDRAFT_2855	Crocosphaera watsonii WH 8501	170
Q4BV36	Q4BV36_CROWT	psbF CwatDRAFT_0162	Crocosphaera watsonii WH 8501	44
Q4C5V9	Q4C5V9_CROWT	CwatDRAFT_4759	Crocosphaera watsonii WH 8501	258
Q4C9C3	Q4C9C3_CROWT	CwatDRAFT_6378	Crocosphaera watsonii WH 8501	309
Q4C4U3	Q4C4U3_CROWT	hisI CwatDRAFT_4248	Crocosphaera watsonii WH 8501	161
Q4BW32	Q4BW32_CROWT	CwatDRAFT_1517	Crocosphaera watsonii WH 8501	164
Q4BVJ3	Q4BVJ3_CROWT	recD2 CwatDRAFT_0519	Crocosphaera watsonii WH 8501	748
Q4BZ15	Q4BZ15_CROWT	hisB CwatDRAFT_2133	Crocosphaera watsonii WH 8501	216
Q4C0B5	Q4C0B5_CROWT	CwatDRAFT_2931	Crocosphaera watsonii WH 8501	90
Q4BZI1	Q4BZI1_CROWT	CwatDRAFT_2288	Crocosphaera watsonii WH 8501	144
Q4C6W0	Q4C6W0_CROWT	CwatDRAFT_4949	Crocosphaera watsonii WH 8501	247
Q4BZ03	Q4BZ03_CROWT	CwatDRAFT_1488	Crocosphaera watsonii WH 8501	529
Q4BZ43	Q4BZ43_CROWT	CwatDRAFT_1011	Crocosphaera watsonii WH 8501	282
Q4C956	Q4C956_CROWT	psaC CwatDRAFT_5974	Crocosphaera watsonii WH 8501	81
Q4BWW2	Q4BWW2_CROWT	fmt CwatDRAFT_1044	Crocosphaera watsonii WH 8501	331
Q4C0H0	Q4C0H0_CROWT	CwatDRAFT_2984	Crocosphaera watsonii WH 8501	104
Q4C109	Q4C109_CROWT	rpmC rpl29 CwatDRAFT_2447	Crocosphaera watsonii WH 8501	78
Q4C2Q2	Q4C2Q2_CROWT	CwatDRAFT_3241	Crocosphaera watsonii WH 8501	948
Q4C3G2	Q4C3G2_CROWT	CwatDRAFT_3704	Crocosphaera watsonii WH 8501	268
Q4BYZ7	Q4BYZ7_CROWT	CwatDRAFT_1491	Crocosphaera watsonii WH 8501	160
Q4C5L7	Q4C5L7_CROWT	fabH CwatDRAFT_4623	Crocosphaera watsonii WH 8501	331
Q4BX77	Q4BX77_CROWT	argJ CwatDRAFT_1272	Crocosphaera watsonii WH 8501	416
Q4C4P6	Q4C4P6_CROWT	CwatDRAFT_4221	Crocosphaera watsonii WH 8501	123
Q4BVA7	Q4BVA7_CROWT	CwatDRAFT_0531	Crocosphaera watsonii WH 8501	280
Q4C430	Q4C430_CROWT	CwatDRAFT_3755	Crocosphaera watsonii WH 8501	401
Q4C8G9	Q4C8G9_CROWT	metK CwatDRAFT_5852	Crocosphaera watsonii WH 8501	416
Q4CB14	Q4CB14_CROWT	CwatDRAFT_6026	Crocosphaera watsonii WH 8501	219
Q4BZ85	Q4BZ85_CROWT	CwatDRAFT_2361	Crocosphaera watsonii WH 8501	757
Q4C8V4	Q4C8V4_CROWT	CwatDRAFT_5318	Crocosphaera watsonii WH 8501	294
Q4C3F8	Q4C3F8_CROWT	CwatDRAFT_3702	Crocosphaera watsonii WH 8501	81
Q4C756	Q4C756_CROWT	CwatDRAFT_5203	Crocosphaera watsonii WH 8501	91
Q4C1K9	Q4C1K9_CROWT	CwatDRAFT_3288	Crocosphaera watsonii WH 8501	213
Q4BWA3	Q4BWA3_CROWT	CwatDRAFT_0726	Crocosphaera watsonii WH 8501	297
Q4BXN8	Q4BXN8_CROWT	CwatDRAFT_1819	Crocosphaera watsonii WH 8501	256
Q4BVD5	Q4BVD5_CROWT	trpA CwatDRAFT_0507	Crocosphaera watsonii WH 8501	264
Q4C6Z8	Q4C6Z8_CROWT	CwatDRAFT_4924	Crocosphaera watsonii WH 8501	200
Q4BWP4	Q4BWP4_CROWT	CwatDRAFT_0900	Crocosphaera watsonii WH 8501	117
Q4BZ29	Q4BZ29_CROWT	CwatDRAFT_1681	Crocosphaera watsonii WH 8501	464
Q4C0R0	Q4C0R0_CROWT	CwatDRAFT_2903	Crocosphaera watsonii WH 8501	498
Q4C316	Q4C316_CROWT	CwatDRAFT_3583	Crocosphaera watsonii WH 8501	496
Q4C8R1	Q4C8R1_CROWT	CwatDRAFT_5337	Crocosphaera watsonii WH 8501	297
Q4C6S2	Q4C6S2_CROWT	CwatDRAFT_5132	Crocosphaera watsonii WH 8501	319
Q4C1R1	Q4C1R1_CROWT	cbbL rbcL CwatDRAFT_2714	Crocosphaera watsonii WH 8501	472
Q4C5A0	Q4C5A0_CROWT	CwatDRAFT_4307	Crocosphaera watsonii WH 8501	67
Q4BXQ7	Q4BXQ7_CROWT	CwatDRAFT_1057	Crocosphaera watsonii WH 8501	107
Q4C6P5	Q4C6P5_CROWT	CwatDRAFT_5114	Crocosphaera watsonii WH 8501	334
Q4CAV2	Q4CAV2_CROWT	CwatDRAFT_6697	Crocosphaera watsonii WH 8501	555
Q4C284	Q4C284_CROWT	CwatDRAFT_3144	Crocosphaera watsonii WH 8501	499
Q4CAR4	Q4CAR4_CROWT	CwatDRAFT_6676	Crocosphaera watsonii WH 8501	462
Q4C574	Q4C574_CROWT	CwatDRAFT_4322	Crocosphaera watsonii WH 8501	438
Q4C7S8	Q4C7S8_CROWT	metG CwatDRAFT_5541	Crocosphaera watsonii WH 8501	535
Q4C3S8	Q4C3S8_CROWT	ribH CwatDRAFT_3807	Crocosphaera watsonii WH 8501	183
Q4C3K6	Q4C3K6_CROWT	CwatDRAFT_3621	Crocosphaera watsonii WH 8501	162
Q4C492	Q4C492_CROWT	CwatDRAFT_4125	Crocosphaera watsonii WH 8501	498
Q4C945	Q4C945_CROWT	CwatDRAFT_5965	Crocosphaera watsonii WH 8501	659
Q4BVE9	Q4BVE9_CROWT	CwatDRAFT_0416	Crocosphaera watsonii WH 8501	486
Q4C8I6	Q4C8I6_CROWT	plqA CwatDRAFT_5393	Crocosphaera watsonii WH 8501	294
Q4C3D7	Q4C3D7_CROWT	CwatDRAFT_3658	Crocosphaera watsonii WH 8501	406
Q4BYX2	Q4BYX2_CROWT	CwatDRAFT_1784	Crocosphaera watsonii WH 8501	435
Q4BZV8	Q4BZV8_CROWT	CwatDRAFT_2573	Crocosphaera watsonii WH 8501	498
Q4C989	Q4C989_CROWT	CwatDRAFT_6394	Crocosphaera watsonii WH 8501	493
Q4C655	Q4C655_CROWT	trpF CwatDRAFT_4710	Crocosphaera watsonii WH 8501	215
Q4C0G5	Q4C0G5_CROWT	CwatDRAFT_2981	Crocosphaera watsonii WH 8501	552
Q4C6D6	Q4C6D6_CROWT	CwatDRAFT_5058	Crocosphaera watsonii WH 8501	470
Q4BZ10	Q4BZ10_CROWT	CwatDRAFT_2131	Crocosphaera watsonii WH 8501	407
Q4C5M3	Q4C5M3_CROWT	CwatDRAFT_4499	Crocosphaera watsonii WH 8501	766
Q4C868	Q4C868_CROWT	CwatDRAFT_5458	Crocosphaera watsonii WH 8501	52
Q4C0F9	Q4C0F9_CROWT	CwatDRAFT_2976	Crocosphaera watsonii WH 8501	233
Q4C5Z8	Q4C5Z8_CROWT	thrB CwatDRAFT_4740	Crocosphaera watsonii WH 8501	305
Q4BY69	Q4BY69_CROWT	CwatDRAFT_1626	Crocosphaera watsonii WH 8501	471
Q4C2E5	Q4C2E5_CROWT	CwatDRAFT_3494	Crocosphaera watsonii WH 8501	498
Q4C691	Q4C691_CROWT	CwatDRAFT_4853	Crocosphaera watsonii WH 8501	256
Q4C9U9	Q4C9U9_CROWT	CwatDRAFT_6512	Crocosphaera watsonii WH 8501	110
Q4BXY3	Q4BXY3_CROWT	hisF CwatDRAFT_1658	Crocosphaera watsonii WH 8501	264
Q4BXT7	Q4BXT7_CROWT	recG CwatDRAFT_1720	Crocosphaera watsonii WH 8501	821
Q4C6H0	Q4C6H0_CROWT	glyA CwatDRAFT_5077	Crocosphaera watsonii WH 8501	427
Q4BX47	Q4BX47_CROWT	recF CwatDRAFT_1897	Crocosphaera watsonii WH 8501	380
Q4BXD3	Q4BXD3_CROWT	topA CwatDRAFT_0765	Crocosphaera watsonii WH 8501	709
Q4C5E9	Q4C5E9_CROWT	CwatDRAFT_4593	Crocosphaera watsonii WH 8501	396
Q4C6B9	Q4C6B9_CROWT	CwatDRAFT_4863	Crocosphaera watsonii WH 8501	568
Q4BX22	Q4BX22_CROWT	pth CwatDRAFT_1136	Crocosphaera watsonii WH 8501	204
Q4BX59	Q4BX59_CROWT	CwatDRAFT_0661	Crocosphaera watsonii WH 8501	473
Q4BWM1	Q4BWM1_CROWT	CwatDRAFT_0790	Crocosphaera watsonii WH 8501	293
Q4BWK8	Q4BWK8_CROWT	CwatDRAFT_1151	Crocosphaera watsonii WH 8501	936
Q4C3T5	Q4C3T5_CROWT	CwatDRAFT_3767	Crocosphaera watsonii WH 8501	269
Q4BUK3	Q4BUK3_CROWT	msrA CwatDRAFT_0044	Crocosphaera watsonii WH 8501	129
Q4C7U7	Q4C7U7_CROWT	CwatDRAFT_5529	Crocosphaera watsonii WH 8501	257
Q4C601	Q4C601_CROWT	CwatDRAFT_4805	Crocosphaera watsonii WH 8501	146
Q4C7F3	Q4C7F3_CROWT	CwatDRAFT_5600	Crocosphaera watsonii WH 8501	566
Q4CA09	Q4CA09_CROWT	CwatDRAFT_6538	Crocosphaera watsonii WH 8501	193
Q4C3Z9	Q4C3Z9_CROWT	CwatDRAFT_3939	Crocosphaera watsonii WH 8501	456
Q4CAT1	Q4CAT1_CROWT	lysS CwatDRAFT_6074	Crocosphaera watsonii WH 8501	573
Q4BWV7	Q4BWV7_CROWT	CwatDRAFT_1042	Crocosphaera watsonii WH 8501	451
Q4C154	Q4C154_CROWT	rplO CwatDRAFT_2395	Crocosphaera watsonii WH 8501	158
Q4C9L4	Q4C9L4_CROWT	CwatDRAFT_6468	Crocosphaera watsonii WH 8501	446
Q4C672	Q4C672_CROWT	CwatDRAFT_4845	Crocosphaera watsonii WH 8501	412
Q4CAF7	Q4CAF7_CROWT	panC/cmk CwatDRAFT_6150	Crocosphaera watsonii WH 8501	505
Q4C346	Q4C346_CROWT	CwatDRAFT_3533	Crocosphaera watsonii WH 8501	473
Q4C1S2	Q4C1S2_CROWT	CwatDRAFT_2494	Crocosphaera watsonii WH 8501	477
Q4BW36	Q4BW36_CROWT	CwatDRAFT_0947	Crocosphaera watsonii WH 8501	475
Q4C1D1	Q4C1D1_CROWT	CwatDRAFT_2829	Crocosphaera watsonii WH 8501	119
Q4C6L7	Q4C6L7_CROWT	CwatDRAFT_5003	Crocosphaera watsonii WH 8501	289
Q4C751	Q4C751_CROWT	purD CwatDRAFT_4899	Crocosphaera watsonii WH 8501	437
Q4C442	Q4C442_CROWT	CwatDRAFT_3760	Crocosphaera watsonii WH 8501	490
Q4C3C9	Q4C3C9_CROWT	CwatDRAFT_3660	Crocosphaera watsonii WH 8501	261
Q4C802	Q4C802_CROWT	CwatDRAFT_5496	Crocosphaera watsonii WH 8501	360
Q4C1N3	Q4C1N3_CROWT	CwatDRAFT_3232	Crocosphaera watsonii WH 8501	116
Q4BXL9	Q4BXL9_CROWT	CwatDRAFT_1586	Crocosphaera watsonii WH 8501	214
Q4BZS9	Q4BZS9_CROWT	CwatDRAFT_2040	Crocosphaera watsonii WH 8501	189
Q4BXS0	Q4BXS0_CROWT	CwatDRAFT_1479	Crocosphaera watsonii WH 8501	479
Q4BYP1	Q4BYP1_CROWT	CwatDRAFT_2197	Crocosphaera watsonii WH 8501	439
Q4C865	Q4C865_CROWT	nadA CwatDRAFT_5797	Crocosphaera watsonii WH 8501	323
Q4CAA5	Q4CAA5_CROWT	CwatDRAFT_6593	Crocosphaera watsonii WH 8501	74
Q4C6T2	Q4C6T2_CROWT	ispH CwatDRAFT_4968	Crocosphaera watsonii WH 8501	402
Q4C6B4	Q4C6B4_CROWT	psbA CwatDRAFT_4668	Crocosphaera watsonii WH 8501	348
Q4C3T8	Q4C3T8_CROWT	CwatDRAFT_3910	Crocosphaera watsonii WH 8501	191
Q4C1T6	Q4C1T6_CROWT	CwatDRAFT_2502	Crocosphaera watsonii WH 8501	376
Q4C2H8	Q4C2H8_CROWT	CwatDRAFT_3356	Crocosphaera watsonii WH 8501	269
Q4BUW7	Q4BUW7_CROWT	CwatDRAFT_0223	Crocosphaera watsonii WH 8501	255
Q4BYC9	Q4BYC9_CROWT	sat CwatDRAFT_1746	Crocosphaera watsonii WH 8501	387
Q4C1P6	Q4C1P6_CROWT	CwatDRAFT_3217	Crocosphaera watsonii WH 8501	254
Q4C2H5	Q4C2H5_CROWT	CwatDRAFT_3331	Crocosphaera watsonii WH 8501	479
Q4C842	Q4C842_CROWT	miaA CwatDRAFT_5471	Crocosphaera watsonii WH 8501	301
Q4C3G6	Q4C3G6_CROWT	CwatDRAFT_3709	Crocosphaera watsonii WH 8501	331
Q4CB69	Q4CB69_CROWT	CwatDRAFT_6748	Crocosphaera watsonii WH 8501	108
Q4C479	Q4C479_CROWT	lnt CwatDRAFT_4153	Crocosphaera watsonii WH 8501	548
Q4BYL8	Q4BYL8_CROWT	CwatDRAFT_2182	Crocosphaera watsonii WH 8501	218
Q4C5W3	Q4C5W3_CROWT	CwatDRAFT_4758	Crocosphaera watsonii WH 8501	848
Q4C1K4	Q4C1K4_CROWT	CwatDRAFT_3187	Crocosphaera watsonii WH 8501	264
Q4BU65	Q4BU65_CROWT	CwatDRAFT_0085	Crocosphaera watsonii WH 8501	146
Q4C3Z5	Q4C3Z5_CROWT	CwatDRAFT_3943	Crocosphaera watsonii WH 8501	487
Q4C6Z3	Q4C6Z3_CROWT	argD CwatDRAFT_5161	Crocosphaera watsonii WH 8501	422
Q4CA43	Q4CA43_CROWT	CwatDRAFT_6562	Crocosphaera watsonii WH 8501	339
Q4C539	Q4C539_CROWT	proS CwatDRAFT_4342	Crocosphaera watsonii WH 8501	602
Q4C076	Q4C076_CROWT	CwatDRAFT_2629	Crocosphaera watsonii WH 8501	291
Q4BX41	Q4BX41_CROWT	CwatDRAFT_0871	Crocosphaera watsonii WH 8501	423
Q4CB32	Q4CB32_CROWT	CwatDRAFT_6016	Crocosphaera watsonii WH 8501	421
Q4C5F2	Q4C5F2_CROWT	bioD CwatDRAFT_4596	Crocosphaera watsonii WH 8501	218
Q4BY74	Q4BY74_CROWT	CwatDRAFT_1629	Crocosphaera watsonii WH 8501	766
Q4C7J1	Q4C7J1_CROWT	CwatDRAFT_5585	Crocosphaera watsonii WH 8501	479
Q4CAL9	Q4CAL9_CROWT	CwatDRAFT_6652	Crocosphaera watsonii WH 8501	878
Q4C642	Q4C642_CROWT	CwatDRAFT_4828	Crocosphaera watsonii WH 8501	479
Q4BZH4	Q4BZH4_CROWT	aroC CwatDRAFT_2085	Crocosphaera watsonii WH 8501	363
Q4C6W4	Q4C6W4_CROWT	CwatDRAFT_4945	Crocosphaera watsonii WH 8501	461
Q4BY57	Q4BY57_CROWT	proA CwatDRAFT_1414	Crocosphaera watsonii WH 8501	419
Q4CB18	Q4CB18_CROWT	lpxD CwatDRAFT_6728	Crocosphaera watsonii WH 8501	347
Q4C9F2	Q4C9F2_CROWT	CwatDRAFT_6358	Crocosphaera watsonii WH 8501	431
Q4BW34	Q4BW34_CROWT	ispG CwatDRAFT_0949	Crocosphaera watsonii WH 8501	412
Q4C7E3	Q4C7E3_CROWT	CwatDRAFT_5607	Crocosphaera watsonii WH 8501	479
Q4C1Y0	Q4C1Y0_CROWT	CwatDRAFT_3310	Crocosphaera watsonii WH 8501	271
Q4CAZ3	Q4CAZ3_CROWT	CwatDRAFT_6716	Crocosphaera watsonii WH 8501	563
Q4C5C1	Q4C5C1_CROWT	CwatDRAFT_4565	Crocosphaera watsonii WH 8501	420
Q4BYF3	Q4BYF3_CROWT	CwatDRAFT_1329	Crocosphaera watsonii WH 8501	285
Q4C624	Q4C624_CROWT	CwatDRAFT_4729	Crocosphaera watsonii WH 8501	156
Q4C0E0	Q4C0E0_CROWT	CwatDRAFT_3167	Crocosphaera watsonii WH 8501	382
Q4C9F5	Q4C9F5_CROWT	CwatDRAFT_6356	Crocosphaera watsonii WH 8501	275
Q4BZ07	Q4BZ07_CROWT	rplJ rpl10 CwatDRAFT_1483	Crocosphaera watsonii WH 8501	188
Q4C8S5	Q4C8S5_CROWT	CwatDRAFT_5899	Crocosphaera watsonii WH 8501	601
Q4BVT0	Q4BVT0_CROWT	CwatDRAFT_0734	Crocosphaera watsonii WH 8501	153
Q4C6R1	Q4C6R1_CROWT	kptA CwatDRAFT_5127	Crocosphaera watsonii WH 8501	200
Q4CAP6	Q4CAP6_CROWT	CwatDRAFT_6098	Crocosphaera watsonii WH 8501	280
Q4C1A8	Q4C1A8_CROWT	CwatDRAFT_2804	Crocosphaera watsonii WH 8501	169
Q4BZ30	Q4BZ30_CROWT	CwatDRAFT_1680	Crocosphaera watsonii WH 8501	235
Q4C4X2	Q4C4X2_CROWT	CwatDRAFT_4301	Crocosphaera watsonii WH 8501	224
Q4C244	Q4C244_CROWT	priA CwatDRAFT_3016	Crocosphaera watsonii WH 8501	830
Q4CAG4	Q4CAG4_CROWT	CwatDRAFT_6145	Crocosphaera watsonii WH 8501	231
Q4C6K9	Q4C6K9_CROWT	CwatDRAFT_5094	Crocosphaera watsonii WH 8501	134
Q4BVY0	Q4BVY0_CROWT	murA CwatDRAFT_0821	Crocosphaera watsonii WH 8501	439
Q4CB68	Q4CB68_CROWT	CwatDRAFT_6747	Crocosphaera watsonii WH 8501	257
Q4C6M0	Q4C6M0_CROWT	CwatDRAFT_5000	Crocosphaera watsonii WH 8501	261
Q4C094	Q4C094_CROWT	CwatDRAFT_2580	Crocosphaera watsonii WH 8501	559
Q4C0H6	Q4C0H6_CROWT	CwatDRAFT_2989	Crocosphaera watsonii WH 8501	498
Q4C7I2	Q4C7I2_CROWT	ruvC CwatDRAFT_5674	Crocosphaera watsonii WH 8501	162
Q4C506	Q4C506_CROWT	CwatDRAFT_4359	Crocosphaera watsonii WH 8501	652
Q4C512	Q4C512_CROWT	ddl CwatDRAFT_4357	Crocosphaera watsonii WH 8501	349
Q4BZ84	Q4BZ84_CROWT	CwatDRAFT_1856	Crocosphaera watsonii WH 8501	224
Q4C0A7	Q4C0A7_CROWT	panB CwatDRAFT_2924	Crocosphaera watsonii WH 8501	262
Q4C4Q9	Q4C4Q9_CROWT	CwatDRAFT_4230	Crocosphaera watsonii WH 8501	228
Q4C5L5	Q4C5L5_CROWT	map CwatDRAFT_4501	Crocosphaera watsonii WH 8501	287
Q4C5I0	Q4C5I0_CROWT	gcvH CwatDRAFT_4606	Crocosphaera watsonii WH 8501	132
Q4C1K1	Q4C1K1_CROWT	CwatDRAFT_3212	Crocosphaera watsonii WH 8501	319
Q4C8Y5	Q4C8Y5_CROWT	CwatDRAFT_5296	Crocosphaera watsonii WH 8501	669
Q4C843	Q4C843_CROWT	CwatDRAFT_5786	Crocosphaera watsonii WH 8501	250
Q4C1Q7	Q4C1Q7_CROWT	glsA CwatDRAFT_2717	Crocosphaera watsonii WH 8501	656
Q4BZ45	Q4BZ45_CROWT	rpsD rps4 CwatDRAFT_1009	Crocosphaera watsonii WH 8501	202
Q4C3F9	Q4C3F9_CROWT	CwatDRAFT_3703	Crocosphaera watsonii WH 8501	294
Q4C4W6	Q4C4W6_CROWT	pyrD CwatDRAFT_4298	Crocosphaera watsonii WH 8501	377
Q4BZQ4	Q4BZQ4_CROWT	CwatDRAFT_2467	Crocosphaera watsonii WH 8501	1045
Q4BXU1	Q4BXU1_CROWT	serS CwatDRAFT_1711	Crocosphaera watsonii WH 8501	427
Q4BYT7	Q4BYT7_CROWT	CwatDRAFT_1835	Crocosphaera watsonii WH 8501	746
Q4C7F8	Q4C7F8_CROWT	CwatDRAFT_5599	Crocosphaera watsonii WH 8501	280
Q4C9Z8	Q4C9Z8_CROWT	ndhA CwatDRAFT_6237	Crocosphaera watsonii WH 8501	372
Q4BWF0	Q4BWF0_CROWT	glgA CwatDRAFT_1297	Crocosphaera watsonii WH 8501	591
Q4C2H7	Q4C2H7_CROWT	CwatDRAFT_3355	Crocosphaera watsonii WH 8501	858
Q4CB64	Q4CB64_CROWT	CwatDRAFT_5991	Crocosphaera watsonii WH 8501	475
Q4C483	Q4C483_CROWT	CwatDRAFT_4128	Crocosphaera watsonii WH 8501	249
Q4C6M6	Q4C6M6_CROWT	CwatDRAFT_5099	Crocosphaera watsonii WH 8501	304
Q4C544	Q4C544_CROWT	CwatDRAFT_4422	Crocosphaera watsonii WH 8501	184
Q4C2L7	Q4C2L7_CROWT	CwatDRAFT_3423	Crocosphaera watsonii WH 8501	429
Q4C071	Q4C071_CROWT	CwatDRAFT_2641	Crocosphaera watsonii WH 8501	251
Q4BYJ4	Q4BYJ4_CROWT	CwatDRAFT_1696	Crocosphaera watsonii WH 8501	197
Q4C3S6	Q4C3S6_CROWT	CwatDRAFT_3806	Crocosphaera watsonii WH 8501	306
Q4C8S4	Q4C8S4_CROWT	CwatDRAFT_5325	Crocosphaera watsonii WH 8501	575
Q4BZN8	Q4BZN8_CROWT	CwatDRAFT_2171	Crocosphaera watsonii WH 8501	439
Q4CAM0	Q4CAM0_CROWT	CwatDRAFT_6654	Crocosphaera watsonii WH 8501	116
Q4C4X9	Q4C4X9_CROWT	CwatDRAFT_4373	Crocosphaera watsonii WH 8501	1330
Q4C8H1	Q4C8H1_CROWT	CwatDRAFT_5854	Crocosphaera watsonii WH 8501	226
Q4C280	Q4C280_CROWT	CwatDRAFT_3137	Crocosphaera watsonii WH 8501	568
Q4C2X4	Q4C2X4_CROWT	CwatDRAFT_3832	Crocosphaera watsonii WH 8501	208
Q4BVW9	Q4BVW9_CROWT	CwatDRAFT_1093	Crocosphaera watsonii WH 8501	317
Q4C983	Q4C983_CROWT	CwatDRAFT_5239	Crocosphaera watsonii WH 8501	210
Q4BVM7	Q4BVM7_CROWT	CwatDRAFT_0553	Crocosphaera watsonii WH 8501	424
Q4C736	Q4C736_CROWT	CwatDRAFT_4902	Crocosphaera watsonii WH 8501	308
Q4BWH2	Q4BWH2_CROWT	CwatDRAFT_1434	Crocosphaera watsonii WH 8501	213
Q4C1B7	Q4C1B7_CROWT	CwatDRAFT_2821	Crocosphaera watsonii WH 8501	508
Q4BUW6	Q4BUW6_CROWT	CwatDRAFT_0220	Crocosphaera watsonii WH 8501	508
Q4C029	Q4C029_CROWT	CwatDRAFT_2064	Crocosphaera watsonii WH 8501	198
Q4C5I6	Q4C5I6_CROWT	CwatDRAFT_4611	Crocosphaera watsonii WH 8501	260
Q4C1Z9	Q4C1Z9_CROWT	CwatDRAFT_2846	Crocosphaera watsonii WH 8501	247
Q4C7S0	Q4C7S0_CROWT	CwatDRAFT_5725	Crocosphaera watsonii WH 8501	508
Q4BU69	Q4BU69_CROWT	CwatDRAFT_0012	Crocosphaera watsonii WH 8501	127
Q4BY52	Q4BY52_CROWT	CwatDRAFT_1216	Crocosphaera watsonii WH 8501	133
Q4BZM1	Q4BZM1_CROWT	CwatDRAFT_2382	Crocosphaera watsonii WH 8501	122
Q4C3Y2	Q4C3Y2_CROWT	rpoC2 CwatDRAFT_3959	Crocosphaera watsonii WH 8501	1306
Q4C0L0	Q4C0L0_CROWT	nusA CwatDRAFT_2698	Crocosphaera watsonii WH 8501	424
Q4BVM6	Q4BVM6_CROWT	CwatDRAFT_0560	Crocosphaera watsonii WH 8501	430
Q4BW99	Q4BW99_CROWT	CwatDRAFT_0914	Crocosphaera watsonii WH 8501	177
Q4C486	Q4C486_CROWT	apt CwatDRAFT_4157	Crocosphaera watsonii WH 8501	172
Q4BZM7	Q4BZM7_CROWT	hemC CwatDRAFT_2369	Crocosphaera watsonii WH 8501	318
Q4C5L6	Q4C5L6_CROWT	plsX CwatDRAFT_4622	Crocosphaera watsonii WH 8501	346
Q4C6Y1	Q4C6Y1_CROWT	CwatDRAFT_4936	Crocosphaera watsonii WH 8501	324
Q4BYV4	Q4BYV4_CROWT	CwatDRAFT_1182	Crocosphaera watsonii WH 8501	717
Q4BVA9	Q4BVA9_CROWT	CwatDRAFT_0534	Crocosphaera watsonii WH 8501	260
Q4CAA2	Q4CAA2_CROWT	CwatDRAFT_6184	Crocosphaera watsonii WH 8501	140
Q4C0A4	Q4C0A4_CROWT	CwatDRAFT_2926	Crocosphaera watsonii WH 8501	135
Q4C2F9	Q4C2F9_CROWT	CwatDRAFT_3342	Crocosphaera watsonii WH 8501	165
Q4BVM4	Q4BVM4_CROWT	CwatDRAFT_0559	Crocosphaera watsonii WH 8501	226
Q4C0Y0	Q4C0Y0_CROWT	CwatDRAFT_2649	Crocosphaera watsonii WH 8501	362
Q4BWI0	Q4BWI0_CROWT	CwatDRAFT_0887	Crocosphaera watsonii WH 8501	72
Q4BV62	Q4BV62_CROWT	CwatDRAFT_0300	Crocosphaera watsonii WH 8501	238
Q4BVU4	Q4BVU4_CROWT	CwatDRAFT_0755	Crocosphaera watsonii WH 8501	286
Q4C2M9	Q4C2M9_CROWT	CwatDRAFT_3264	Crocosphaera watsonii WH 8501	333
Q4BWY5	Q4BWY5_CROWT	CwatDRAFT_1408	Crocosphaera watsonii WH 8501	230
Q4BZE5	Q4BZE5_CROWT	CwatDRAFT_2022	Crocosphaera watsonii WH 8501	144
Q4C1J5	Q4C1J5_CROWT	CwatDRAFT_3193	Crocosphaera watsonii WH 8501	256
Q4C2F5	Q4C2F5_CROWT	CwatDRAFT_3338	Crocosphaera watsonii WH 8501	86
Q4C852	Q4C852_CROWT	CwatDRAFT_5465	Crocosphaera watsonii WH 8501	206
Q4BUU7	Q4BUU7_CROWT	CwatDRAFT_0440	Crocosphaera watsonii WH 8501	77
Q4C6L6	Q4C6L6_CROWT	CwatDRAFT_5004	Crocosphaera watsonii WH 8501	209
Q4C2B5	Q4C2B5_CROWT	CwatDRAFT_3440	Crocosphaera watsonii WH 8501	131
Q4BWF7	Q4BWF7_CROWT	CwatDRAFT_1389	Crocosphaera watsonii WH 8501	141
Q4C3I3	Q4C3I3_CROWT	CwatDRAFT_3639	Crocosphaera watsonii WH 8501	187
Q4C055	Q4C055_CROWT	CwatDRAFT_2121	Crocosphaera watsonii WH 8501	69
Q4BUM0	Q4BUM0_CROWT	CwatDRAFT_0134	Crocosphaera watsonii WH 8501	127
Q4C2Z8	Q4C2Z8_CROWT	CwatDRAFT_3848	Crocosphaera watsonii WH 8501	197
Q4C5D6	Q4C5D6_CROWT	CwatDRAFT_4553	Crocosphaera watsonii WH 8501	633
Q4BZ79	Q4BZ79_CROWT	CwatDRAFT_1871	Crocosphaera watsonii WH 8501	83
